ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,Review
29-140,19/04/2023 7:05:25,https://twitter.com/imagine77946649/status/1518154223946395653,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,Aquino corrupt,@imagine77946649,imaginePeace,,Anonymous,01/20,10,22,,"@cherelbby @GemoraAudie Robredo is the chairperson of the Liberal party, known Yellow color of the Aquino’s. Though Robredo hiding nowadays on ‘pink’, &amp; pretend distancing to nasty, corrupt &amp; disaster services of Aquino &amp; Roxas, it’s too late to fool again the filipino. A GAME OVER on Robredo... #HOAX https://t.co/mGfBY7WP0X",,"Text, Reply, Image",24/04/22 9:05,,Ratonal,0,1,0,,,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",No location and bio,,
29-141,19/04/2023 7:11:32,https://twitter.com/Alex_Hamilton05/status/1517681770077949952,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,Corrupt Aquino,@Alex_Hamilton05,Alex,Life was meant for great adventures,Anonymous,12/16,44,3,,"@pads_nosi Who the hell are you to say Marcoses ay magnanakaw?@pads_nosi. Aquino Administration are the most corrupt for you to know. Aquino’s project- rebolto, flagpole 8M, public cr na walang division 15M, tulay na walang tubig, cost millions din, tulay na kahoy na sila din mismo nahulog",,"Text, Reply",23/04/22 01:48,,Rational,0,0,0,,,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",No location,,
29-142,19/04/23 7:17:43,https://twitter.com/Alex_Hamilton05/status/1517680616661295105,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,Aquino corrupt,@Alex_Hamilton05,Alex,Life was meant for great adventures,Anonymous,12/16,44,3,,@pads_nosi Hudas @pads_nosi Let me educate you. The real traitor and the real magnanakaw is the “Dilawan” na nagtatago na ngayon sa kulay pink. Imagine dalawang Aquino na walang nagawa sa Pinas. Puro corrupt. Puro rebulto ng mga Aquino ang ginawa lang. Sosmaryosep. Flagpole cost 8M?Shit,,"Text, Reply",23/04/22 1:43,,Rational,0,0,0,,,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",No location,,
29-143,19/04/23 7:24:29,https://twitter.com/OCahipe/status/1559360953837166593,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,Ninoy murderer,@OCahipe,Orvien Cahipe,,Anonymous,01/17,290,8,,NINOY IS NOT A HERO BUT A TRAITOR AND MURDERER!,,Text,16/08/22 02:06,,"Rational, Emotional",1,0,0,,,,"There were no evidences nor context given, just pure opinion. Ninoy Aquno received a ruling from a military tribunal. However, In 1987, the Supreme Court ruled that “…any judgment rendered by such [a] body relating to a civilian is null and void for lack of jurisdiction.” ",No location and bio,,
29-144,19/04/23 07:30:29,https://twitter.com/yyyy_2020/status/1514051476523421698,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,Aquino corrupt,@yyyy_2020,Sadness, over ♥️,Anonymous,08/09,417,169,Republic of the Philippines,"@Richeydarian Marcoses are destined to return to Malacanan. Duterte served as the biblical character who paved way for the arrival of Christ to save this country from eternal damnation from Aquino and LP's corrupt rule. To the opposition, your time is over. You had yours, we'll have ours.",,"Text, Reply",13/04/22 01:22,,Rational,1,1,0,,,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",,,
29-145,19/04/23 07:37:21,https://twitter.com/imagine77946649/status/1510695996178591748,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,Aquino corrupt,@imagine77946649,imaginePeace,,Anonymous,01/20,10,22,,"@cblaguardia @bamaquino @lenirobredo One of many million pesos projects from 6 years of BS Aquino’s Liberal Party. Totally, horrible services, incompetent, corruption &amp; insulting. Robredo, proven good on talks (while reading script), sweet tongue, &amp; surrounded by Yellow corrupt oligarchs &amp; cronies. Disaster. Never https://t.co/P1OaUli5KT",,"Text, Reply",04/04/22 19:09,,Rational,0,0,0,,,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",No location and bio,,
29-146,19/04/23 7:56:21,https://twitter.com/Dons_Belles10/status/1507917310346285058,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,Aquino corrupt,@Dons_Belles10,Abcdefghi,DonBelle Fan Since May 2021❤️,Anonymous,10/21,100,25,"Makati City, National Capital ",@JungRanie @rielphobia https://t.co/LsL9d2yEHy Nope. Wag mo idamay si Marcos. Mga aquino ang totoong corrupt. Stfu:),,"Text, Reply, URL",27/03/22 03:07,,Rational,0,0,0,,,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",,,
29-147,19/04/23 8:03:25,https://twitter.com/aescani1986/status/1506756820857151494,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,Corrupt Aquino,@aescani1986,aescani1986,Matured / Wiser Men.,Anonymous,07/21,5,1,Kentucky U.S.A,"Uniteam, 100% lalakas matapos iendorso ng PDP-Laban —Sec. Gen. Anthony d... https://t.co/LTCplVYcs6 via @YouTube LOL. IT'S OVER FOR COMMUNIST, YELLOW, CORRUPT, AQUINO.",,"Text, URL",23/03/22 22:16,,Rational,0,0,0,,,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",,,
29-148,19/04/23 8:10:43,https://twitter.com/DamianaLhola/status/1506265031121334275,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,Corrupt Aquino,@DamianaLhola,Lhola Damiana,,Anonymous,08/21,51,1,,@ooddiicckk @JMReiner Ang dami nmn supporters ni leni sana hindi mga dilawan ang kanyang mga kaalyado na super corrupt din panahon ni aquino.,,"Text, Reply",22/03/22 13:42,,Rational,0,1,0,,,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",No location and bio,,
29-149,19/04/23 08:23:35,https://twitter.com/JBautista041202/status/1504737351884369920,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,Aquino corrupt,@JBautista041202,J Bautista,"Height 5'8
Weight 90
mabango,mabait,matangkad at chubby ako
daddy body ako! 
do not expect too much from me... 
pm for more information!",Anonymous,01/22,77,207,"Davao City, Davao Region",@GemoraAudie And the Aquino Administration are the most corrupt sa lahat ng mga presidete even pag mamaay ari ng mga Marcos kinuha paa di naman sa kanila even the Hacienda Luceta di binigay sa mga maagsasaka at madamu pa silang pinatay na inosenteng mga tao,,"Text, Reply",18/03/22 8:31,,Rational,2,0,0,,,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",,,
29-150,19/04/23 08:45:34,https://twitter.com/AniR113/status/1498085647780777993,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,Aquino corrupt,@AniR113,Ani & Brewed Cofi,,Anonymous,06/19,512,606,,"@smninews @lenirobredo Ang dumi nga ng Aquino admi. Pinagbebenta sa mga cronies ang ari-arian ng Pilipinas including Meralco &amp; PLDT.  How about DAP?  Or yung dengvaxia scandal? Or yung shabu na halos lahat ng barangay ay meron na? 

Talagang ang corrupt at ang dumi ng mga kaalyado mo, LenLen!",,"Text, Reply",28/02/22 00:26,,Rational,2,0,2,,,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",No location and bio,,
29-151,19/04/23 18:22:32,https://twitter.com/CristyRock2/status/1497385194541568001,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,Aquino corrupt,@CristyRock2,Cris Rock,,Anonymous,03/17,117,7,,@smninews Sabihin mo….salot kau ng lipunan…..magmula umupo ang mga aquino jan nag umpisa ang mga corrupt…..,,"Text, Reply",26/02/22 1:37,,Rational,0,0,0,,,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",No location and bio,,
29-152,19/04/23 6:46:23,https://twitter.com/TindoyRomar/status/1495424370197823493,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,Aquino corrupt,@TindoyRomar,Romar Tindoy,,Anonymous,02/22,42,1,,@autumn_leaves8 Aquino na magnanakaw Chaka corrupt pa bwesit...,,"Text, Reply",20/02/22 15:45,,Rational,0,0,0,,,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",No location and bio,,
29-153,19/04/23 19:28:41,https://twitter.com/JoRacaza/status/1457934460918198272,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,Corrupt Aquino,@JoRacaza,Jewrocks,"Zipline & Campsite Dev’t Consultant; Pioneered CCI Phils; Love my Wife & Kids, above all Christ is my Lord and Saviour!",Anonymous,06/09,1595,269,"Quezon City, Philippines","30 years of difficult life under the hands of a corrupt regime Aquino-Dilawan-LPiigs, asahan nalang sa #inodoro2023 bagsak nyo! https://t.co/MbsH3jhUcW",,"Text, URL",11/09/21 04:53,,Rational,0,0,0,,,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",,,
29-154,19/04/23 20:23:12,https://twitter.com/dauntless_moxie/status/1457849739043491845,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,Aquino corrupt,@dauntless_moxie,Moxie,"Life will test you but remember this, when you walk up a mountain, your legs get stronger.",Anonymous,02/21,7,1,,"@DavaoSenyorito Livin our own lives ofcourse, and we all saw how rotten the government during the Aquino regimes, they were so corrupt that even other countries napakababa ng tingin sa Pinas, buti nalang may matinong presidenteng nanalo at pinakita ang matinding pagbabago,",,"Text, Reply",11/08/21 23:17,,Rational,0,0,0,,,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",No location,,
29-155,19/04/23 20:29:39,https://twitter.com/CaracolTabs/status/1456120158762668038,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,Aquino corrupt,@CaracolTabs,cannotbe2134,,Anonymous,04/20,18,1,,"@kiko25454126 @bongbongmarcos Magnanakaw?? Sigurado kaba sa mga sinasabi mo.?
Mga Aquino ang totoong corrupt!
Magresearch research po tayo. Bago humusga",,"Text, Reply",04/11/21 04:44,,"Rational, Emotional",0,3,0,,,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",No bio and location,,
29-156,19/04/23 20:40:12,https://twitter.com/BreinSierra/status/1447067018297896962,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,Aquino corrupt,@BreinSierra,Sierra,"If you do something, do it right.",Anonymous,10/20,236,255,Platum,"@heytraaccy15 @geekindapink7 Aquino corrupt, bat ka naniniwala sa america HAHAHHAHAHAHA",,"Text, Reply",10/10/21 05:10,,Rational,0,1,0,,,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",,,
00-157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
