ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,"Joined
Format:",Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted ,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Tweet ID,,,,,Teacher's Remarks,Reviewer,Review,Reviewer's Remarks
37-554,18/04/23  21:40:03,https://twitter.com/ramoscali27/status/1044385056733618176,37,"Gacho, Loridge Anne",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,fake edsa,@ramoscali27,Cali,🙎🏻‍♂️ • Aquarius ♒️• 🤷🏼‍♂️Newbie Blogger 🌴🏝🏔 • Nature Lover | Travel Goal | For Inquiries 📨•ramosrenan99@gmail.com,Identfied,11-Oct,371,419,National Capitol Region,Ah ganun ba. Hehe 😂 yong edsa na literal na daanan yes totoo yan pero yong people power made in EDSA yon ang fake. 🤣🤣👌🏻,,"Text, reply",25/09/18 08:36,,"Rational, emotional",7,3,0,,,,"Data from a number of official publications, such as the Philippine government's official gazette, feature the 1986 People Power Revolution as a symbol of genuine freedom and democracy that brought MILLIONS of Filipinos together along Epifanio de los Santos to overthrow President Ferdinand E. Marcos' dictatorship. The attendees that took part in the revolution were countless.

[https://www.officialgazette.gov.ph/edsa/the-ph-protest/]",,,,,,,,Surprised-Lemming,OK,
37-555,18/04/23 21:23:57,https://twitter.com/dhangsupha/status/1599332875996135424,37,"Dispo, Vincent Angelo",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,"fake, EDSA",@dhangsupha,Armando Calma,"Tahimik
",Anonymous ,22-Apr,20,1,"Santa Rosa City, Calabarzon","LANTAD NA ANG KAWALANGHIYAAN NG MGA AQUINO, MARAMI NA ANG NAMULAT SA FAKE EDSA REVOLUTION AT ANG PAGKAKAROON NG !PLIPINAS NG ISANG ABNORMAL NA PRESIDENTE
",,"Text, reply",4/12/22 17:20,,Emotional,0,0,0,,,FALSE,"According to the law, the EDSA revolution is honored and renowned by being declared a holiday. It is recognized as an important historical event in the history of the Philippines, and is renowned as the first bloodless revolution in the whole world.

[https://www.rappler.com/nation/196939-harry-roque-1986-edsa-revolution-not-fake-news-mocha-uson/]",,,,,,,,Surprised-Lemming,Mislabeled,Mislabeled the account type; should be Identified (Armando Calma).
37-556,18/04/23 21:42:35,https://twitter.com/RocafortElmer52/status/1597143308723052544,37,"Dispo, Vincent Angelo",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,"fake, EDSA",@RocafortElmer52,TropangPinoy(c),"John 3:16
",Anonymous ,23-May,1201,1018,Philippines,what freedom are you talking about kris aquino. we have freedom and enjoying it even before the fake EDSA revolt.,,"Text, reply",28/11/22 16:20,,Emotional,4,0,0,,,FALSE,"Although Martial Law has been officially proclaimed to have ended in 1981, former president Ferdinand Marcos still ruled with an iron fist. The EDSA revolution started after Marcos’ mass cheating in the snap election with former president Cory Aquino.

[https://www.rappler.com/newsbreak/fact-check/martial-law-lifted-long-before-edsa-people-power-revolution/]
",,,,,,,,Surprised-Lemming,OK,
37-557,18/04/23 21:43:33,https://twitter.com/hyden_toro/status/968903075254669313,37,"Gacho, Loridge Anne",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,fake edsa,@hyden_toro,Hyden Toro,N/A,Anonymous ,17-Sep,181,29,United States,"EDSA IS Fake News, Fake History.",,"Text, reply (quote twet)",1/3/18 1:37,,Rational ,0,0,0,0,,,"Data from a number of official publications, such as the Philippine government's official gazette, feature the 1986 People Power Revolution as a symbol of genuine freedom and democracy that brought MILLIONS of Filipinos together along Epifanio de los Santos to overthrow President Ferdinand E. Marcos' dictatorship. The attendees that took part in the revolution were countless.
[https://www.officialgazette.gov.ph/edsa/the-ph-protest/]
",,,,,,,,Surprised-Lemming,Incorrect format,"Incorrect format in Date posted column, it should be: 01:37 not 1:37 (missing 0 in the HH part of HH:MM)"
37-558,18/04/23 21:47:38,https://twitter.com/MamTessCD/status/1593841394564894720,37,"Dispo, Vincent Angelo",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,"fake, EDSA",@MamTessCD,Teresita Curato-Dapoc,N/A,Identfied,17-Dec,1797,1077,Republic of the Philippines,"At least Inamin ni inang lutang na AGE OF DARKNESS ang 36 yrs of Aquino admin starting with cory fake edsa regime till PNoy was full of corruption, crimes in all forms, poverty the reason why the dilawang liberal lost tremendously in the last 3 elctions,2016, 2019,2022",,"Text, reply",19/11/22 13:49,,"Rational, emotional",4,2,0,,,FALSE,"During the beginning of former President Marcos’ regime, the Philippine economy seemed to have been rising continuously. However, at the latter part of his administration, official government data showed that the Philippines’ GDP was already decreasing. Thus proving that the downfall of the Philippines started during Marcos' regime.

[https://www.rappler.com/newsbreak/fact-check/265891-philippine-economy-got-worse-after-marcos-ousted/]
",,,,,,,,Surprised-Lemming,OK,"Minor error on the time in the Date posted column: should be 13:39 not 13:49, but the format is correct so I labelled this as OK."
37-559,18/04/23 21:55:52,https://twitter.com/hyden_toro/status/968482798943330304,37,"Gacho, Loridge Anne",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,fake edsa,@hyden_toro,Hyden Toro,N/A,Anonymous,17-Sep,181,29,United States,EDSA is Fake News that became fake History.,,"Text, reply (quote tweet)",27/02/18 21:47,,Rational,0,0,0,0,,,"Data from a number of official publications, such as the Philippine government's official gazette, feature the 1986 People Power Revolution as a symbol of genuine freedom and democracy that brought MILLIONS of Filipinos together along Epifanio de los Santos to overthrow President Ferdinand E. Marcos' dictatorship. The attendees that took part in the revolution were countless.
[https://www.officialgazette.gov.ph/edsa/the-ph-protest/]
",,,,,,,,Surprised-Lemming,OK,
37-560,18/04/23 21:57:05,https://twitter.com/MamTessCD/status/1590323006307700741,37,"Dispo, Vincent Angelo",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,"fake, EDSA",@MamTessCD,Teresita Curato-Dapoc,N/A,Identfied,17-Dec,1797,1077,Republic of the Philippines,"Speaking through experience, oo nga naman sa panahon ng mga Aquinos especially right after the FakeEdsa term of santa cory, nagpasasa sa properties ng mga Marcos disguised as PCGG, pinamigay govt utilities sa oligarks na nagpahirap sa Buhay, Kabuhayan ng mga Pilipino for 36yrs",,"Text, reply",9/11/22 20:38,,Rational,12,1,7,,,NEED CONTEXT,"The foundations for the sale and disposition of government assets was laid down by Marcos during his latter term to manage the growing debt of the Philippines. It was then implemented through the Philippine privatization program with the same goal.

[https://www.rappler.com/newsbreak/fact-check/edsa-people-power-caused-privatization-philippine-government-firms/]
",,,,,,,,Surprised-Lemming,OK,
37-561,18/04/23 22:04:56,https://twitter.com/davidon128/status/1587987813894541315,37,"Dispo, Vincent Angelo",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,fake EDSA,@davidon128,Joenard Damiles Davidon,"Can't shut up no more.
Grabe dami pala talaga nilang mga dilaw na tae d2! 
MAKIKISAWSAW NA AKO!
#SolidDDS #NasaPusoKoAngPangulo
#BBMIsMyPresident2022",Identified,12-Mar,177,107,The Land Of Promise 7300,"IKAW ANG TANG INA! GISING NA HOY BOBO! TPOS NA KMI MALOKO SA DRAMA NG FAKE EDSA REV. MAS LALO KAYONG DI NA MKAKABALIK DHIL NGA GISING NA KMI GUNGGONG BUGOK! COME 2028, WELCOME HOKKAIDO ESTE INDAY SARAH. KNG DI NA KAYA SA IYAK, BIGTI NA!
",,"Text, reply",3/11/22 9:59,,Emotional,1,0,0,,,FALSE,"According to the law, the EDSA revolution is honored and renowned by being declared a holiday. It is recognized as an important historical event in the history of the Philippines, and is renowned as the first bloodless revolution in the whole world.

[https://www.rappler.com/nation/196939-harry-roque-1986-edsa-revolution-not-fake-news-mocha-uson/]",,,,,,,,Surprised-Lemming,OK,
37-562,18/04/23 10:07:49,https://twitter.com/Tam85089306/status/1100052640233373696,37,"Gacho, Loridge Anne",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,fake edsa,@Tam85089306,Tam tim,Patriot,Anonymous,19-Jan,41,1,Republic of the Philippines,Edsa the greatest fake news of all time. The greatest fairy tale by Aquino and cronies. The greatest deception by the yellow median syndicate. The greatest mistake of all time,,"Text, reply",25/02/19 23:19,,Rational,1,0,0,0,,,"According to the law, the EDSA revolution is honored and renowned by being declared a holiday. It is recognized as an important historical event in the history of the Philippines, and is renowned as the first bloodless revolution in the whole world.

[https://www.rappler.com/nation/196939-harry-roque-1986-edsa-revolution-not-fake-news-mocha-uson/]",,,,,,,,Surprised-Lemming,OK,
37-563,18/04/23 22:09:59,https://twitter.com/QuizoYme/status/1587643204815720448,37,"Dispo, Vincent Angelo",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,"fake, EDSA",@QuizoYme,BATANG OFW AKO👊👊👊,MARCOS-DUTERTE,Anonymous,20-Feb,234,138,N/A,"Nag m0ve on na si PBBM sa mga ginawa ng Aquino at ibang mga balimbing, mag m0ve on na rin kAyo ! Yung iba sa inyo baka di niyo nga inabutan ang fake na Edsa Revolution !
",,"Text, reply",2/11/22 11:10,,Emotional,3,0,0,,,FALSE,"According to the law, the EDSA revolution is honored and renowned by being declared a holiday. It is recognized as an important historical event in the history of the Philippines, and is renowned as the first bloodless revolution in the whole world.

[https://www.rappler.com/nation/196939-harry-roque-1986-edsa-revolution-not-fake-news-mocha-uson/]",,,,,,,,Surprised-Lemming,OK,
37-564,18/04/23 22:20:59,https://twitter.com/TeddyRojo2/status/1585286833880981504,37,"Dispo, Vincent Angelo",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,"Fake Hero, EDSA people power",@TeddyRojo2,Teddy Rojo,N/A,Anonymous,22-Oct,14,0,N/A,"Tell us first who was the real mastermind in killing ur Fake Hero before talking of history revisionism.!! Edsa People Power happened because of deception authored by the Aquino's and their cohorts. Bring bck martial law,bring bck martial kaw!!!.
",,"Text, reply",26/10/22 23:06,,"Rational, emotional",0,0,0,,,FALSE,"The four-day uprising in EDSA was a manifestation of the discontent and furies due to Marcos’ totalitarian rule. The EDSA revolution was triggered by the mass cheating of Marcos in the snap elections in 1986.

[https://www.officialgazette.gov.ph/edsa/the-ph-protest/]
",,,,,,,,Surprised-Lemming,Mislabeled,Mislabeled the account type; should be identified (Teddy Rojo)
37-565,18/04/23 22:19:18,https://twitter.com/jhon39813606/status/1320753944163962882,37,"Gacho, Loridge Anne",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,fake edsa,@jhon39813606,#never again to yellowtards,male,Anonymous,20-Aug,42,1,N/A,never again to yellowtrds fake edsa revulotion,,"Text, reply",26/10/20 23:47,,Emotional,0,1,0,0,,,"According to the law, the EDSA revolution is honored and renowned by being declared a holiday. It is recognized as an important historical event in the history of the Philippines, and is renowned as the first bloodless revolution in the whole world.

[https://www.rappler.com/nation/196939-harry-roque-1986-edsa-revolution-not-fake-news-mocha-uson/]",,,,,,,,Surprised-Lemming,OK,
37-566,18/04/23 22:27:05,https://twitter.com/MamTessCD/status/1580461769163563008,37,"Dispo, Vincent Angelo",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,"fake, EDSA",@MamTessCD,Teresita Curato-Dapoc,N/A,Identfied,17-Dec,1797,1077,Republic of the Philippines,"Saang planeta kaya galing nagsabi nito, ipaliwanag mo bakit NAKARMA pamilya na 36 more years na BINUDOL mga Pilipino sa Fake Edsa PPL power kaya nabaon sa utang PH, lumaganap illegal drugs, krimen sa ibat ibang anyo, nawala major utilities dahil binenta sa oligarks,BakitNakarma
",,"Text, reply",13/10/22 15:33,,"Rational, emotional",4,1,0,,,NEED CONTEXT,"The foundations for the sale and disposition of government assets was laid down by Marcos during his latter term to manage the growing debt of the Philippines. It was then implemented through the Philippine privatization program with the same goal.

[https://www.rappler.com/newsbreak/fact-check/edsa-people-power-caused-privatization-philippine-government-firms/]
",,,,,,,,Surprised-Lemming,OK,
37-567,18/04/23 22:38:51,https://twitter.com/ImDaleSoriano/status/1573963227763200000,37,"Dispo, Vincent Angelo",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,"fake news, EDSA",@ImDaleSoriano,𝔻𝕒𝕝𝕖 𝕊𝕠𝕣𝕚𝕒𝕟𝕠,"Sex Story Blogger. Publishing true stories from senders. Want to share a story? I'm willing to edit it. Why? UMS is life. 😍

ℙ𝔸ℕ𝔾𝔼𝕋 𝕂𝕀𝕃𝕃𝔼ℝ.",Anonymous,11-Jul,1044,1071,"Manila, Philippines","May nauuto ka pa ba? Isang pang-aagaw sa kapangyarihan ang EDSA. Hindi ginusto ng mga tao sa CORY. Natalo siya sa election. Ipinilit niya ang sarili. FAKE NEWS ka na naman... diyan talaga kayo magaling. Mana ka sa convicted criminal na amo mo. Puro kayo  kasinungalingan!
",,"Text, reply",25/09/22 17:10,,Emotional,9,0,2,,,FALSE,"The four-day uprising in EDSA was a manifestation of the discontent and furies due to Marcos’ totalitarian rule. The EDSA revolution was triggered by the mass cheating of Marcos in the snap elections in 1986.

[https://www.officialgazette.gov.ph/edsa/the-ph-protest/]
",,,,,,,,Surprised-Lemming,Mislabeled,Mislabeled the account type; should be identified (Dale Soriano)
37-568,18/04/23 22:39:27,https://twitter.com/jonpapas21/status/1291173390326345728,37,"Gacho, Loridge Anne",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,fake edsa,@jonpapas21,Jon Pilipino 🇵🇭,"Passionate and patriotic. Chinito pero Filipino. Sales and Marketing manager, PWD, entrepreneur, balladeer and frustrated chef ❤️😉 Solid DDS 👊🏼 🇵🇭",Anonymous,12-Mar,1399,1128,"San Pedro City, Laguna",EDSA 1 people power was a lie. Fake revolution 😡,,"Text, reply",6/8/20 8:44,,Rational,2,0,0,0,,,"According to the law, the EDSA revolution is honored and renowned by being declared a holiday. It is recognized as an important historical event in the history of the Philippines, and is renowned as the first bloodless revolution in the whole world.

[https://www.rappler.com/nation/196939-harry-roque-1986-edsa-revolution-not-fake-news-mocha-uson/]",,,,,,,,Surprised-Lemming,"Incorrect format, Mislabeled",Incorrect format in the Date posted column; it should be 08:44 not 8:44 (missing 0). Mislabeled content type (it could also be Emotional).
37-569,18/04/23 22:45:44,https://twitter.com/CabanelaDoms/status/1572553175030452225,37,"Dispo, Vincent Angelo",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,"fake, EDSA","@CabanelaDoms
",Doms Cabanela,N/A,Anonymous,19-Jun,69,20,N/A,"Fake yang sinasabi nio. Ginagawa nio yan para lang sa sarili nio interest, fake yang edsa Rebellion
",,"Text, reply",21/09/22 19:47,,Emotional,0,0,0,,,FALSE,"The four-day uprising in EDSA was a manifestation of the discontent and furies due to Marcos’ totalitarian rule. The EDSA revolution was triggered by the mass cheating of Marcos in the snap elections in 1986.

[https://www.officialgazette.gov.ph/edsa/the-ph-protest/]
",,,,,,,,Surprised-Lemming,OK,
37-570,18/04/22 22:55:00,https://twitter.com/marredroyalty/status/1275990183511576577,37,"Gacho, Loridge Anne",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,fake edsa,@marredroyalty,Marjhon Havana,"🇵🇭 Filipino Scientists, Filipino Inventors

(rare)",Anonymous,18-Jun,2469,2167,N/A,never again EDSA fake people power with just only 3% of population who want to overthrow the government,,"Text, reply",25/06/20 11:12,,"Rational, emotional",1,0,0,0,,,"Data from a number of official publications, such as the Philippine government's official gazette, feature the 1986 People Power Revolution as a symbol of genuine freedom and democracy that brought MILLIONS of Filipinos together along Epifanio de los Santos to overthrow President Ferdinand E. Marcos' dictatorship. The attendees that took part in the revolution were countless.

[https://www.officialgazette.gov.ph/edsa/the-ph-protest/]",,,,,,,,Surprised-Lemming,Mislabeled,Mislabeled the account type; should be identified (Marjhon Havana)
37-571,18/04/23 23:00:08,https://twitter.com/allanjacob_mt/status/1365390627039440898,37,"Dispo, Vincent Angelo",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,"fake, EDSA, revolution",@allanjacob_mt,Allan Jacob,FAMILY | FAITH | HUMOUR | TECH | FITNESS | PERSONAL FINANCE,Identified,11-Mar,380,4441,"Melbourne, Victoria","What the fcuk is an EDSA? You fooled Filipinos with a fake revolution. 
Speaking of kapal ng mukha, burahin mo muna imahe ng dila mo sa isip ng mga Pilipino bago ka lumabas sa publiko.",,"Text, quote retweet",27/02/21 03:57,,Emotional,18,0,3,,,FALSE,"The four-day uprising in EDSA was a manifestation of the discontent and furies due to Marcos’ totalitarian rule. The EDSA revolution was triggered by the mass cheating of Marcos in the snap elections in 1986.

[https://www.officialgazette.gov.ph/edsa/the-ph-protest/]
",,,,,,,,Surprised-Lemming,Mislabeled,"Mislabeled tweet type; it should be ""Text, reply"" and not ""Text, quote retweet"""
37-572,18/04/23 23:04:13,https://twitter.com/PrinceRyan03/status/1365187711800250369,37,"Dispo, Vincent Angelo",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,"EDSA, nalugmok",@PrinceRyan03,Ayan D. 👑,"B_I_N_G_O

#Mamba24ever#",Anonymous,9-Jul,180,52,Philippines,EDSA 1 is a fake holiday! EDSA 1 dahilan kung bakit nalugmok ang Pilipinas sa kahirapan.,,Text,26/02/21 14:31,,Emotional,0,0,0,,,FALSE,"During the beginning of former President Marcos’ regime, the Philippine economy seemed to have been rising continuously. However, at the latter part of his administration, official government data showed that the Philippines’ GDP was already decreasing. Thus proving that the downfall of the Philippines started during Marcos' regime.

[https://www.rappler.com/newsbreak/fact-check/265891-philippine-economy-got-worse-after-marcos-ousted/]
",,,,,,,,Surprised-Lemming,Mislabeled,Mislabeled content type; should be Rational (only)
37-573,18/04/23 23:05:44,https://twitter.com/OIdiditagain/status/1232522054395547649,37,"Gacho, Loridge Anne",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,fake edsa,@OIdiditagain,OoopsIdiditagain,N/A,Anonymous,18-Jun,173,195,N/A,Hindi ata na inform si madam fake na nilangaw yung anniversary ng Edsa. Kunsabagay kung magmultiply yan mali mali,,"Text, reply",26/02/20 12:25,,"Rational,emotional",5,0,0,0,,,"Data from a number of official publications, such as the Philippine government's official gazette, feature the 1986 People Power Revolution as a symbol of genuine freedom and democracy that brought MILLIONS of Filipinos together along Epifanio de los Santos to overthrow President Ferdinand E. Marcos' dictatorship. The attendees that took part in the revolution were countless.

[https://www.officialgazette.gov.ph/edsa/the-ph-protest/]",,,,,,,,Surprised-Lemming,OK,
37-574,18/04/23 23:10:24,https://twitter.com/lexsardinis/status/1301892017740558337,37,"Dispo, Vincent Angelo",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,"CIA, EDSA, fake hero",@lexsardinis,The Chicanoy Kid,"Filipino-Mexican🇵🇭🇲🇽, remnant of the late 90's, researcher, art enthusiast, OTAKU, Tinfoil hatter, bookworm...",Anonymous,20-Aug,73,57,somewhere in Luzon,"Is it because the narrative of the saintly exploits of St. Cory, fake hero martyr/traitor Ninoy, the CIA- backed sham miracle of EDSA PEOPLE POWER are slowly being torn down with the new perspective from other people who didn't buy their heroic (?) narrative.
",,"Text, reply (thread)",4/9/20 22:36,,Rational,0,0,0,,,UNPROVEN,"There is no solid evidence that the people power revolution was organized by an international organization. 

[https://pressone.ph/fact-check-people-power-revolt-engineered-by-the-cia-and-vatican/]",,,,,,,,Surprised-Lemming,OK,
37-575,18/04/23 23:15:00,https://twitter.com/MamTessCD/status/1362044544833908741,37,"Dispo, Vincent Angelo",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,"fake, EDSA",@MamTessCD,Teresita Curato-Dapoc,N/A,Identfied,17-Dec,1797,1077,Republic of the Philippines,"I trust the wisdom of our president, he knew very well what happened to our country for the past 30 yrs that Cory benefitted from the fake edsa halluscenario, we all suffered in all aspects of our lives the reason why he is experiencing this mountain of problemsGodGaveHimToUs
",,"Text, reply",17/02/21 22:21,,Rational,7,0,0,,,FALSE,"The four-day uprising in EDSA was a manifestation of the discontent and furies due to Marcos’ totalitarian rule. The EDSA revolution was triggered by the mass cheating of Marcos in the snap elections in 1986.

[https://www.officialgazette.gov.ph/edsa/the-ph-protest/]
",,,,,,,,Surprised-Lemming,OK,
37-576,18/04/23 23:16:14,https://twitter.com/CMukhamo/status/1365233230148820994,37,"Gacho, Loridge Anne",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,fake edsa,@CMukhamo,Chupapi Mo Mukhamo,Audit the MEDIA ತ_ʖತ,Anonymous,21-Jan,13,0,N/A,BASURA ang EDSA rev. nyo wala pang 1% ng mga Pilipino ang nag celebrated lol. Mulat na kami sa fake hero nyo na si ninoy at Santa cory nag pahirap sa PINIPINAS!,,"Text, reply",26/02/21 17:32,,"Emotional, Rational",0,0,0,0,,,"Data from a number of official publications, such as the Philippine government's official gazette, feature the 1986 People Power Revolution as a symbol of genuine freedom and democracy that brought MILLIONS of Filipinos together along Epifanio de los Santos to overthrow President Ferdinand E. Marcos' dictatorship. The attendees that took part in the revolution were countless.

[https://www.officialgazette.gov.ph/edsa/the-ph-protest/]",,,,,,,,Noble-Reindeer,OK,
37-577,18/04/23 23:17:28,https://twitter.com/MichPhoooo15/status/1356454787395448834,37,"Dispo, Vincent Angelo",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,"fake revolution, EDSA",@MichPhoooo15,Mich Cariño,FUTURE LAWYER 🎓,Anonymous,20-Jul,51,1,"Bangkok, Thailand","EDSA COUP REVOLUTION, is one of the memorable Fake Revolution in our country because the DILAWANS are doing their own agenda to remove to the power of our great leader, Pres. Marcos #fakedemocracy",,Text,2/2/21 12:09,,Rational,0,0,0,,,FALSE,"The four-day uprising in EDSA was a manifestation of the discontent and furies due to Marcos’ totalitarian rule. The EDSA revolution was triggered by the mass cheating of Marcos in the snap elections in 1986.

[https://www.officialgazette.gov.ph/edsa/the-ph-protest/]
",,,,,,,,Noble-Reindeer,Mislabeled,"Account Type:
should be Identified (""Mich Cariño"")"
37-578,18/04/23 23:33:47,https://twitter.com/JosefSalcedo/status/1317718535435558912,37,"Dispo, Vincent Angelo",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,"poverty, EDSA revolution",@JosefSalcedo,Nuisef,"♊️ 20 ⚙️
taken",Anonymous,18-Oct,230,76,"General Santos, Soccsksargen","A message to Thailand, Don't be fooled by fake democracy, learn from our mistake of the 1986 edsa revolution, your country should learn from us, poverty and more rise after that 1986 revolution. And we don't want others to experience this.
#prayforthailand",,Text,18/10/20 14:45,,Rational,1,0,0,,,FALSE,"During the beginning of former President Marcos’ regime, the Philippine economy seemed to have been rising continuously. However, at the latter part of his administration, official government data showed that the Philippines’ GDP was already decreasing. Thus proving that the downfall of the Philippines started during Marcos' regime.

[https://www.rappler.com/newsbreak/fact-check/265891-philippine-economy-got-worse-after-marcos-ousted/]
",,,,,,,,Noble-Reindeer,OK,"Account Type:
possibly identified? Twitter handle seems like a traceable name (""Josef Salcedo""), but marked this as OK due to different display name"
37-579,18/04/23 23:27:32,https://twitter.com/Mallari1Ruben/status/1468312759737597952,37,"Gacho, Loridge Anne",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,fake edsa,@Mallari1Ruben,Ruben Mallari,N/A,Anonymous,21-Oct,26,1,Republic of the Philippines,BBM - SARA DUTERTE ANG NAGBIBIBIGAY MULI NG PAGASA SA MGA PILIPINO. Lahat ng uri ng PANDARAYA gagawin ng mga NAGPAHIRAP at SUMALANTA sa mga PILIPINO after EDSA FAKE REVOLUTION.,,"Text, reply",8/12/21 4:13,,"Rational, emotional",0,0,0,0,,,"According to the law, the EDSA revolution is honored and renowned by being declared a holiday. It is recognized as an important historical event in the history of the Philippines, and is renowned as the first bloodless revolution in the whole world. 

[https://www.rappler.com/nation/196939-harry-roque-1986-edsa-revolution-not-fake-news-mocha-uson/]
",,,,,,,,Noble-Reindeer,Mislabeled,"Account Type:
identified (""Ruben Mallari"")"
37-580,18/04/23 23:40:53,https://twitter.com/maecontento/status/1301423105211076609,37,"Dispo, Vincent Angelo",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,"fake, EDSA",@maecontento,maelah,N/A,Anonymous,13-Feb,221,25,US,EVEN MORE FUN IN THE PHILS... PINATAY LANG NAGING HERO NA...ANONG AMBAG? EDI WALA.. EDSA DAW FAKE NAMAN... WALANG NANYARI SA PILIPINAS NG SILA NG HUMAWAK MAS LALONG NAGING BANGAG ANG MGA HAYOK SA POLITIKA,,"Text, reply",3/9/20 15:33,,Emotional,4,0,0,,,FALSE,"The four-day uprising in EDSA was a manifestation of the discontent and furies due to Marcos’ totalitarian rule. The EDSA revolution was triggered by the mass cheating of Marcos in the snap elections in 1986.

[https://www.officialgazette.gov.ph/edsa/the-ph-protest/]
",,,,,,,,Noble-Reindeer,OK,"Account Type:
again, possibly identified due to name and handle implying (""Maelah Contento""), but not as clear as the previous ""Mich Carino"" and ""Ruben Mallari"" so marked as OK"
37-581,18/04/23 23:49:27,https://twitter.com/MamTessCD/status/1468444259724320770,37,"Gacho, Loridge Anne",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,fake edsa,@MamTessCD,Teresita Curato-Dapoc,N/A,Identified,17-Dec,1797,1077,Republic of the Philippines,"Yan napapala ng mga hayok sa Kapangyarihan sa gobyerno, BINOLA, Niloko nga Tao sa mahigit 30 yrs mula  Cory fake Edsa Revolt, mga PolpolitikoNg nagpasa Lin salin ng partido, iba IBang posisyon pero pansariling interes lamang pinairal, nagpayaman, umabuso sa Kapangyarihan, pwesto",,"Text, reply",8/12/21 12:56,,"Rational, emotional",19,0,1,0,,,"According to the law, the EDSA revolution is honored and renowned by being declared a holiday. It is recognized as an important historical event in the history of the Philippines, and is renowned as the first bloodless revolution in the whole world.

[https://www.rappler.com/nation/196939-harry-roque-1986-edsa-revolution-not-fake-news-mocha-uson/]
",,,,,,,,Noble-Reindeer,OK,
37-582,18/04/23 23:51:30,https://twitter.com/MamTessCD/status/1466324313124970500,37,"Gacho, Loridge Anne",AQNO,EDSA revolution legitimacy and the supposed downfall of the Philippines after it,fake edsa,@MamTessCD,Teresita Curato-Dapoc,N/A,Identified,18-Dec,1797,1077,Republic of the Philippines,"Gusto yataNG Marana San uli buhay mula pagupo ni Cory dahil sa fake Edsa Revolt, Kahirapan, malawakang corruption, Drug addiction, croniism, IBAT IBang anyo ng Kriminalidad, sabagay mga anak, Kamaganak din Nila magsa suffer, WagLangSilangMagrereklamo at Maninisi sa gobyerno",,"Text, reply",2/12/21 16:32,,Emotional,1,0,0,0,,,"During the beginning of former President Marcos’ regime, the Philippine economy seemed to have been rising continuously. However, at the latter part of his administration, official government data showed that the Philippines’ GDP was already decreasing.

[https://www.rappler.com/newsbreak/fact-check/265891-philippine-economy-got-worse-after-marcos-ousted/]",,,,,,,,Noble-Reindeer,OK,
46-583,4/1/00 6:04,https://twitter.com/rhan_duke/status/801944462624591872,46,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysia OR miranda OR bomb) until:2016-12-31 since:2016-01-01,@rhan_duke,rhan duke,This love gem was inside me all the time. It is mine to keep forever.,Identified,11-Jun,470,52,Sg,Ninoy founded the Communist Party of the Philippines. http://fb.me/8m3jUVHsE,,"Text, URL",25/11/16 08:23,,Rational,0,0,0,0,,,"The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",Broken link to URL (Facebook post of Duke Rhan),,,,,,,Noble-Reindeer,OK,"Timestamp:
minor error: year is missing and was set to ""00"""
